ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,SourceOfIncomeKey,SourceOfIncome,SourceOfIncomeEng,Year,FarmCulturePlantAnimalMainlyOwningLand,FarmCulturePlantAnimalMainlyRentingLand,FarmCultureFishingForestryHuntingAgri,EntrepreneursNonAgriBusiness,EmployeeTechnicianManager,EmployeeLabourInAgriForestryFishery,EmployeeLabourInLogisticTransportation,EmployeeClericalSalesServiceWorker,EmployeeWorkerProductionConstruction,EconomicallyInactive
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,29.8,0,0,66,22.1,39.4,229.4,59,51.3,96.2
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,1466.4,1423.1,444.2,3178.2,41122.9,18250,12184.8,17341.3,17807.2,1031
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,331.8,135.8,619.1,18132.7,2718.9,0,0,951.4,354.2,388.9
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,10724,9694.9,10245.4,606.1,445.5,167,775.1,456.2,991.9,482.1
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,1947.4,837.5,1262.2,973.7,2838.5,600,638.6,1123.2,1947.2,8372.6
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,14,รายได้จากทรัพย์สิน,From property income,2556,174.9,11,0,470.3,1194.9,0,38.4,47.6,2.1,429.3
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2191.4,3037.1,2067.6,3223.1,3064,1518,2214.6,2395,2359.7,3451.6
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,32.4,0,443.7,302.5,8.5,0,0,138.9,149.8,130.9
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,1315.8,2367,336,4057.4,44487.7,13124.3,13979.8,18914.3,17253.5,2417.5
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,280.1,2519.5,44.4,21250.7,1803.9,410.2,200.1,1025.7,684.1,856.3
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,14072.7,49403.7,5861.2,1489.4,608.5,1717.6,138.6,275,910.5,148.2
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1820.2,441.4,1014.9,1481.6,3103.1,330.9,440.7,1198.4,1545.2,10855
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,14,รายได้จากทรัพย์สิน,From property income,2558,48.3,9.3,0,105.9,663.2,6.1,0,98.8,14.4,343.2
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,2662.5,2558.3,1540.4,3600.1,3587.4,2149.3,1154.6,2869.2,2532.7,3056.1
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,438.3,61.9,14,108.6,252,8.3,51,24.1,37.7,2799.8
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,1307.8,363.1,3038.4,1346.9,38055.8,8494.7,7822.8,14300,10889.2,833.4
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,307.3,707.1,0,19145,1507.8,0,897.6,1258.2,316.1,964.5
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,10946.5,7059,4880.7,1055.2,833.6,0,793.2,659.6,117.9,1337
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,1552.7,619.1,1579.5,989,2868.5,591.8,163.6,707.9,1007.2,7124.1
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,14,รายได้จากทรัพย์สิน,From property income,2556,28,0,0,199.9,2191.2,0,77.8,435.2,295.2,296.4
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,4398.6,3830.1,4729.6,3855.2,4011.6,2857.3,3531.9,3760.6,3401.1,3456.1
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,124.9,0,0,207.2,59.8,0,9.6,223,0,3861.4
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,1048.4,2202.4,0,1192.4,31960.8,8199.5,7653.4,15673.1,11150.2,596
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,565.6,0,1782.3,20224.1,2197,0,680.6,735.8,244.1,355
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,8861.9,6917.9,25568.3,561.2,1226.8,21.7,697.6,876.8,651.9,638.6
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1759.1,946.1,1174.2,1123.2,2164.9,1229.8,1293.3,970.4,937.2,8016.8
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,14,รายได้จากทรัพย์สิน,From property income,2558,4.5,6.7,0,134.5,601.1,0,0,281.3,20.7,166.5
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,4458.7,4616.8,5333.1,3470.9,4641.2,3302.2,2567.6,3674.5,3427.9,4533.5
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,79,0,221.2,131.9,884.6,0,46.3,58,3.8,432.5
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,1154.4,13091.4,1543.4,1671.5,37445,9533,12960.3,14824.1,12991.6,614.2
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,279,0,0,18845.1,179,0,1377.5,748.2,158.4,289.4
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,10550.4,28789.3,5773.9,694.2,790.4,1735,76.3,633.9,726.9,522.6
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,2245.5,7271.9,849.2,1557.1,2187.3,700,122.2,805.5,856.4,7761.5
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,14,รายได้จากทรัพย์สิน,From property income,2558,0.6,267.2,0,106.2,576.4,0,0,43.9,50.9,103.2
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,3681.7,3994.6,2715,3350.7,4082.2,2036,2130,2849.9,3244.6,3134.9
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,2.6,51,280,49.2,34.3,0,0,135.4,37.5,243
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,2119,3518.6,0,1576.3,38514.7,6128.1,10728,12137.2,13399.7,2119.4
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,645,273.3,1167,41502.4,1002.6,303.5,0,733,460.7,615.4
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,11408.7,28102.4,6521,281,2092.7,355.5,11.6,157.3,97.9,340
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,1750.4,781.7,0,1376.8,1945.9,837.6,1193.9,1322.5,1569.6,10344.8
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,14,รายได้จากทรัพย์สิน,From property income,2556,16.8,0,0,135.7,1935.6,4.8,0,1.2,8.2,34.9
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,4362.9,4612.4,4623,4088.9,6136,2424.3,2736.6,3653.3,3822.6,4119.5
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,559,0,1667,136.2,2405.7,209.3,69.5,187,483.6,912
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,1412,2328,0,2917,38242,4990,9105,16127,9472,935
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,949,462,0,31730,1896,0,75,774,197,566
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,10379,10178,24398,1867,192,64,98,299,80,468
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,2054,2400,0,1135,1823,1100,1466,1381,1116,9801
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,14,รายได้จากทรัพย์สิน,From property income,2558,0,0,0,0,0,0,0,148,0,192
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,4438,5775,1550,3471,4928,3304,2944,3339,3349,4080
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,586,231,0,179,495,0,131,238,44,1374
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,1092.9,1287.5,481.2,1442.6,21782.3,8145,11157.7,11945.5,9413,495
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,347.9,286.5,386.6,15511.9,2649.4,0,0,514.7,412.7,72.9
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,8541.3,7297.9,4607.9,507.2,632.5,4,685.1,611.9,360.8,102.8
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,819,369.3,523.6,697.1,987.4,0,1257.6,491.4,629.7,6069.6
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,รายได้จากทรัพย์สิน,From property income,2556,44.2,80.7,13.3,210,153.1,0,23.5,171.7,98.5,269.5
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2727.3,2730.3,1939.1,2425.2,2608.2,1200.2,1612,2033.4,1622.5,2348.3
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,66.2,14.8,27.1,124.5,212,0,44.7,97.6,69.6,578.1
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,1046,189,221,1547,22969,10188,14809,13408,8540,233
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,1750,321,36,11938,400,0,0,548,136,128
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,23202,7095,6462,182,399,0,1459,314,488,286
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1278,1067,692,909,1615,432,475,662,803,6379
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,รายได้จากทรัพย์สิน,From property income,2558,290,45,16,142,121,32,36,39,88,133
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,3461,3330,2779,3001,3160,3240,2779,2656,2839,3154
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,168,2,5,102,200,85,6,70,90,68
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,219,0,143,385,23403,9472,122,13748,7688,210
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,0,6,325,12833,60,0,578,388,0,102
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,3141,2147,4333,358,605,7752,22,450,170,184
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,387,179,212,380,710,0,0,230,48,0
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,รายได้จากทรัพย์สิน,From property income,2556,13,1,3,602,566,14,2,165,0,120
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2409,2534,1880,2161,2570,2216,2269,1894,2755,2285
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,3,1,2,18,44,0,0,46,17,0
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,230.3,150.6,115.2,1103.3,24799.9,19518,8165.4,14904.7,7166.7,322
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,150.3,57.4,0,17003.7,1086.8,300.1,869.2,604.2,305.2,255.9
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,4911.4,4200.5,4280.6,439.9,813.9,918,2358.8,298.8,927.5,485.5
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,560.4,424.4,377.3,527.7,523.1,0,0,400.4,306.3,5971.5
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,รายได้จากทรัพย์สิน,From property income,2558,16.1,15.6,2.7,148.8,713.2,420.1,22.1,170.1,4.1,777
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,3538.2,3504.6,2183.4,3023.2,3398.6,3457.5,3520.5,3320.8,2818.7,3361.7
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,1.5,0,0,3.2,135.3,43.3,87.6,120.8,0,448.4
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,0,0,0,18166,1752,0,0,1004,460,-291
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,0,0,0,0,0,0,0,0,0,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,0,0,0,693,1328,600,82,858,239,11835
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2558,0,0,0,355,1245,0,0,396,16,3480
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,0,0,0,2713,6453,4247,575,1944,1109,5718
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,0,0,0,2,11,0,0,5,0,61
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2560,0,0,0,2581,41044,0,13300,22888,23361,718
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,2533,2554,692,2122,39007,9748,14500,16476,10326,1170
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,726,1018,1499,36204,2736,287,1481,960,1326,1099
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,16944,16047,3927,488,1091,134,0,435,1196,548
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,1768,1182,1081,1040,3046,2108,1099,1374,831,8132
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,รายได้จากทรัพย์สิน,From property income,2556,229,54,14,423,1197,2,22,175,138,1360
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,3011,3268,2259,3010,4294,3185,2536,3260,2570,3202
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,152,345,62,316,285,0,383,576,370,2066
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,1144,531,0,1259,38416,12629,12475,17068,14424,678
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,521,3118,0,15315,2799,306,754,1350,555,696
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,10307,7531,4349,640,238,5729,19,611,268,594
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1433,1516,528,1601,2768,581,1569,1624,772,8118
65,พิษณุโลก            ,Phitsanulok         ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,รายได้จากทรัพย์สิน,From property income,2558,182,11,334,185,630,3,22,183,4,692
